time,convergence,emergence,stock,trial
240.0,0.4416748050119995,0.3182617190119995,0.05859375,rest-8min
245.0,0.2206390396839991,0.4763763442839991,0.6756591800000002,rest-8min
250.0,0.3276458740680008,0.2642303468680007,-0.6030273429999999,rest-8min
255.0,0.4439392084399998,0.2959899898399998,-0.28594970699999944,rest-8min
260.0,0.09192504950000106,0.4559387213000011,0.4537963860000005,rest-8min
265.0,0.5054846188759999,0.23223022427599993,-1.366271973,rest-8min
270.0,0.5119201664720002,0.4364807132720003,0.0,rest-8min
275.0,0.37171630832999975,0.3953369137299996,0.3771972659999996,rest-8min
280.0,0.08172302249400047,0.5107391358940004,0.2590942390000004,rest-8min
285.0,0.5006817618659994,0.27894103926599934,-1.8859863279999995,rest-8min
290.0,0.4566461178960006,0.1683770748960008,-0.7772827149999992,rest-8min
295.0,0.24228515706000006,0.46158447346000014,0.6640625,rest-8min
300.0,0.21204528877000045,0.34778747637000046,-0.43243408200000033,rest-8min
305.0,0.35167358422199957,0.2769055178219995,-1.1111450200000004,rest-8min
310.0,0.3156982420000006,0.28725585920000063,-0.737304688,rest-8min
315.0,0.5137390139359997,0.26618042013599974,-0.5950927740000003,rest-8min
320.0,0.05875061033399938,0.37942932133399926,0.6427001949999998,rest-8min
325.0,0.3723931885979999,0.34614807139799986,-0.9606933599999996,rest-8min
330.0,0.31589355456000057,0.2552246091600006,-0.8294677739999994,rest-8min
335.0,0.22134643584999997,0.3181481936499999,-0.5261230469999996,rest-8min
340.0,0.35684814415999977,0.33066406196,-1.0101318359999993,rest-8min
345.0,0.5687072758239997,0.40153198302399956,-0.8792114250000003,rest-8min
350.0,0.40869751017999933,0.3485778811799996,-0.04333496099999934,rest-8min
355.0,0.11878173860000044,0.4814526370000003,0.25726318399999926,rest-8min
360.0,0.48091064504999925,0.0772851568499993,-1.556091308,rest-8min
365.0,0.32788818313599943,0.4202954097359994,0.4620361329999998,rest-8min
370.0,0.17351318428199908,0.4022119148819991,0.0,rest-8min
375.0,0.4090649413979994,0.2350537107979994,-1.1434936530000002,rest-8min
380.0,0.37749023512000013,0.17760009852000014,-0.2734375,rest-8min
385.0,0.44142700165800053,0.4988000484580004,0.7260131830000001,rest-8min
390.0,0.12353515659999932,0.4462280275999994,0.43914794900000054,rest-8min
395.0,0.3832928471720004,0.3998944097720004,-1.174316406,rest-8min
400.0,0.4282312023039994,0.13385864370399947,-1.257324219,rest-8min
405.0,0.42176696810799985,0.4568011477079999,0.21453857399999965,rest-8min
410.0,0.32077331577999874,0.32864685097999863,0.03936767599999946,rest-8min
415.0,0.3903790280379994,0.5102520748379995,0.0,rest-8min
420.0,0.4151470946339996,0.38145568843399963,-0.5993652340000004,rest-8min
425.0,0.3161956789519996,0.5277435305519995,-0.43090820300000043,rest-8min
430.0,0.822929687344,0.4167407225439998,-1.4886474610000002,rest-8min
435.0,0.22627563526200004,0.43983764686200005,0.5422973630000003,rest-8min
440.0,0.3967700192320008,0.3064379880320008,-0.5255126949999998,rest-8min
445.0,0.33023864729800023,0.4881976316980003,-0.07385253899999977,rest-8min
450.0,0.4198608401999994,0.4470825199999995,-0.8636474610000002,rest-8min
455.0,0.4265869143219998,0.4724853517219998,-0.9997558600000005,rest-8min
460.0,0.529033202836,0.34952880843600004,-1.2292480470000005,rest-8min
465.0,0.3484985350600008,0.41978759726000076,-0.3317260750000006,rest-8min
470.0,0.36302734336799924,0.33366943336799915,-0.6881713860000005,rest-8min
475.0,0.4307519530760004,0.5237695312760005,-0.5413818360000002,rest-8min
480.0,0.5065917972000001,0.553039551,-1.0064697270000007,rest-8min
485.0,0.6491796878580007,0.4761450198580007,-1.238708496,rest-8min
490.0,0.7333734137719997,0.40122009337199954,-0.373535156,rest-8min
495.0,0.4632196052119994,0.7206658944119996,1.2872314460000007,rest-8min
500.0,0.4974700930920003,0.3150970462920002,0.0,rest-8min
0.0,0.285186767578125,0.145941162109375,0.0,task-2.5min
5.0,0.18035284423828124,0.3026734008789062,0.69622802734375,task-2.5min
10.0,0.1771514892578125,0.2465057373046875,0.084625244140625,task-2.5min
15.0,0.267795654296875,0.200888916015625,-0.26214599609375,task-2.5min
20.0,0.23825439453125002,0.23317626953125004,0.0723876953125,task-2.5min
25.0,0.2088134765625,0.2669189453125,0.0977783203125,task-2.5min
30.0,0.28869677734375,0.16020556640624997,-0.1927490234375,task-2.5min
35.0,0.10856292724609387,0.23854949951171886,0.44970703125,task-2.5min
40.0,0.22907397460937498,0.15937792968749998,-0.200225830078125,task-2.5min
45.0,0.12308789062499995,0.17945996093749994,0.14825439453125,task-2.5min
50.0,0.1680881347656251,0.1630100097656251,-0.13360595703125,task-2.5min
55.0,0.22741320800781245,0.2788719482421874,-0.10821533203125,task-2.5min
60.0,0.30632666015625,0.17593725585937497,-0.365509033203125,task-2.5min
65.0,0.245976318359375,0.24083105468750002,0.28643798828125,task-2.5min
70.0,0.0965986328125,0.159031494140625,0.312164306640625,task-2.5min
75.0,0.09859057617187514,0.14463549804687514,0.0,task-2.5min
80.0,0.19246557617187499,0.11488989257812499,-0.230224609375,task-2.5min
85.0,0.09991351318359368,0.13564349365234368,0.15765380859375,task-2.5min
90.0,0.16929968261718759,0.17224768066406257,-0.02099609375,task-2.5min
95.0,0.14713922119140638,0.14961114501953138,-0.035736083984375,task-2.5min
100.0,0.19492626953124997,0.20474682617187495,-0.048095703125,task-2.5min
105.0,0.19576226806640631,0.1461528930664063,-0.097198486328125,task-2.5min
110.0,0.12740637207031255,0.19934240722656255,0.150848388671875,task-2.5min
115.0,0.22249999999999975,0.07990966796874974,-0.208831787109375,task-2.5min
120.0,0.0507551879882814,0.1523115844726564,0.504119873046875,task-2.5min
125.0,0.11757000732421874,0.07799481201171873,-0.003662109375,task-2.5min
130.0,0.10085882568359379,0.1446637573242188,0.1942138671875,task-2.5min
135.0,0.18245660400390618,0.12208062744140617,-0.024810791015625,task-2.5min
140.0,0.11161108398437491,0.1619711914062499,0.277069091796875,task-2.5min
